text_combined,label,message_length
0800 1000 10am 10p 2000 5000 7pm 9pm cash claim cost customer guaranteed prize representative service won yr,spam,108
150p 18 2lands 86688 attempt chat contact dear final invited ldn msgrcvdhg row suite342 txt ve w1j6hl xchat yrs,spam,111
150p contacted dating entered fancy landline phone service,spam,58
charge choose club free message mobile quality ringtone singles uk week,spam,71
08000930705 750 camcorder del free mins mobile reply sms text thurs tried unlimited video,spam,89
150p 2lands 86688 adult chat exciting hi invited ldn lucky meet msg msgrcvdhg night place row singles suite342 town txt uk ur w1j6hl xchat yes,spam,142
100 50 82277 high know moby new prize pub quiz sp stop street txt unsub win,spam,75
150 750 anytime contact delivery free mins network new offer phone pounds reply text tomorrow tried video want week,spam,115
18 apply chance comp details entry free ipod pod rate std txt weekly win,spam,72
150p asked contact dating pobox84 revealed service,spam,50
08000839402 1000 11 bluetooth call2optout contract double free latest mins mobile mobileupd8 motorola nokia orange records remove sonyericsson tariffs text txts yes,spam,164
dating fall friends just love make meet new service sexy talk text vip,spam,70
08712460324 10p 18 ages calls chat don gay happy just min mins mob month photo service stop texts ur use vary,spam,109
bringing real sunshine warm,spam,27
0870 250 800 asked away b4 claim cust days dont flights free friend giv got india mins sed sept shit urgent want yes,spam,116
150p 400 40gb 50 500 83355 collect guaranteed ipod latest mobile mp3 mtmsgrcvd18 nokia phone player prize reply txt win word,spam,124
05 com free http id msg ringtone,spam,32
babe baby bitch cam chat dont fancy freemsg got hard hi hot im just moby new pic rply rude sexy thing time txt wanna want wow xxx,spam,129
connection dating radio sent sport started talk text think week,spam,63
08002986906 11mths camera colour december entitled free latest mobile update,spam,76
50 added support texting,spam,24
500 activate com conditions free message messages replying terms text visit word www,spam,84
000 10p 2nd 400 bt claim congratulations contact easy friend good just minute national prize rate thanks time tried won xmas,spam,124
10 calls camera extra free latest mins mobile mths number opt orange phones save text texts update ur video weekend yes,spam,119
80062 apply claim cs dear holder http offer pc stop texts ts txt uk voucher weeks www,spam,85
50 arrive charged customer mobile number order ref ringtone services thanks tone,spam,80
message new,spam,11
exciting ipod mobile mr soon uk ur visit win winner won www,spam,59
150p 400 40gb 50 500 83355 collect guaranteed ipod latest mobile mp3 mtmsgrcvd18 nokia phone player prize reply txt win word,spam,124
50 activate calls charge cost free freemsg help min month net network pobox84 standard stop txt unlimited upto ur wk,spam,116
09061221066 150ppm 16 28 awarded camera cs days delivery digital fromm landline sipix,spam,85
11mths camera free half latest line orange phone phones price rental update,spam,75
collect content download goto http internet menu mobile msg order paid receive service tv ur wap way,spam,100
10 20 8007 access apply free games getzed hello latest messages mobile month news orange photo plus reply sport str terms texts tone txt uk ur wk www yes,spam,153
200 88039 age16 awarded break city number shopping skilgme spree store summer txt ur win wk,spam,91
150p 400 40gb 50 500 83355 collect guaranteed ipod latest mobile mp3 mtmsgrcvd18 nokia phone player prize reply txt win word,spam,124
350 award ending matches number numbers receive selected todays vodafone,spam,72
16 50 chance free life love msgs text texts try,spam,47
100 1x150p 250 action cash chance custcare does flower quiz tv txt ur win wk www,spam,80
calls chat cum free fun hi lookin luv married meet phone set sort time ur wanna week wiv woman xx,spam,97
awaiting com day fantastic http important information log lucky o2 orange surprise today urawinner urgent user www,spam,114
08000839402 1000 available bluetooth call2optout double free latest mins mobileupd8 motorola nokia orange phones sony sonyericsson tariffs txts,spam,143
18 1st 50 fun guys like look new sex text txt uk,spam,48
08715705022 1x150p 250 cash chance com comp custcare entry free great http latest nokia shop shopping spree txt ur win wk wkly www,spam,130
08001950382 750 call2optout camera cross free linerental mins month ntwk phones price txt,spam,89
day end freemsg fun games horny live love msg netcollex ready reply sex stop today town,spam,87
answer book chance harry order questions reply win,spam,50
50 credit details free great house o2 offers pls pounds reply text valid,spam,72
21 4u ac check cool date dates hello http send sms,spam,50
08702840625 3qxj9 9ae charge comuk credits extra goto help inclusive login net pls services sms stop text unsubscribe www,spam,121
12hrs 2000 800 claim contact draw guaranteed land line prize shows todays trying urgent valid won,spam,97
charge current ends free handset mobile offer tel today,spam,55
100 500 87066 cds choice com cs draw enter ldew music store ts txt ur weekly win worth www year,spam,95
150p day end freemsg fun games hear horny hot live local love msg netcollex ready reply sex stop text today town willing,spam,120
150p bt direct dogging ec2a join laid largest locations moan mob msg network nt real sent tonight txting uk ur want,spam,115
80062 apply claim cs dear holder http offer pc stop text texts ts txt uk voucher weeks www,spam,90
000 02 03 2nd 500 attempt awarded bonus caller contact final mobile prize urgent,spam,80
08000930705 750 anytime camcorder contact delivery free half line mins months network new offer phone price rental reply text tried video want,spam,142
content enjoy mobile received,spam,29
16 1st 36504 8007 free getzed just mates mob no1 nokia norm150p pobox tell tone txt txting uk ur w45wq week www,spam,111
18 daily date days euro2004 informed kept kick latest news results send stop txt unsubscribe,spam,92
100 80062 ans answer birthday cash correct dear draw enter entered gift new question receipt subscriber support thanks txt ur voucher week,spam,138
08718727870 1st free real reply ringtone send sms stop sub week weekly,spam,70
16 2lands 7250i 86021 auction camera digital free hg nokia plus row send sms suite342 w1 w1jhl win won,spam,102
09050090044 50 5000 await collection cost costa del holiday max10mins pm pobox334 sae sk38xh sol stockport tc tcs toclaim ve won,spam,128
08702840625 3qxj9 9ae charge comuk credits extra help inclusive login net pls services sms stop text unsubscribe www,spam,116
10p 11 bored bt chat date min national rate,spam,43
04 10 2003 26 800 account code expires fone identifier points private redeemed shows statement,spam,94
150p contacted dating entered fancy landline phone service,spam,58
08718720201 150p 2lands 500 86688 balance cash cc currently hg maximize msg pounds row send suite342 ur w1j6hl,spam,110
16 250 50p claim com freemsg hours join mates messages ok phone remove reward sms stop talk text time txt ur use wk,spam,115
000 150ppm cash claim prize won,spam,31
new,spam,3
150p 2nite 50 direct dogging ec2a join laid largest locations moan mob mobile msg network nyt park real sent tonight txt txting uk ur wanna want,spam,144
150p 18 bored cam company date freemsg got hey hope hurry ill im jst just kinda like moby pic pics rcvd reply send stop txt video wanna work xxx,spam,144
1st arcade free game games key o2 post press reply save settings ur,spam,67
85 access adult couple days direct fixed free hi line minute number phone sending,spam,81
08718727870 16 1st 20 50 free gr8 just msg opt phone reply ringtone send sms stop sub tone tones ur week weekly wk,spam,114
12 24 900 claim code collect customer hours network prize receive reward selected valid valued winner,spam,101
10p 2nd 750 bt claim contact easy min national pound prize rate time tried won,spam,78
200 88039 age16 awarded break city shopping skilgme spree store summer txt ur win wk,spam,84
charged confirm mobile month reply replying ringtone subscription thanks uk yes,spam,79
contact contacted dating know landline mobile service trying,spam,60
16 1st 36504 8007 free getzed just mates mob mobile no1 nokia norm150p pobox tell tone txt txting uk ur w45wq week www,spam,118
50 84199 box39822 colour eng england flag game mobile official opt optout poly ringtone stop text tone txt w111wx yer,spam,117
message new order tones week,spam,28
3mins awarded book calling cds com congratulations cs eve gift guaranteed like little net ones records santa time ts ur www xmas yrs,spam,132
08000930705 750 anytime camcorder contact delivery half handset latest line mins network offer phone price rental reply tomorrow tried video want,spam,145
08718720201 1000 150p 500 83600 balance box cash cc collect currently custcare day maximize msg partner po pounds quiz rcvd send special trip ur valentines w1 win,spam,162
21 25 440 62468 ac friend frnd inviting reply send sms stop www yes,spam,67
announcement arrange customer delivery make new recently ref schedule service tried unable waiting years,spam,104
08000930705 750 anytime camcorder contact half handset line mins network offer phone price rental reply text tried unlimited video,spam,130
100 500 87066 awarded cd com congratulations draw entry free gift guaranteed ldew music tncs txt ur vouchers weekly wkly www,spam,124
